RHO  2.0887542425E-01  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
NL1  2.4149270804E+00  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
NL2 -1.3689883550E+00  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
NL3  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
NL4  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
DIL  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
VOF  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
ZPT -9.2317032702E-05  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
EP1  6.6087232279E+01  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
PE1  4.2246691213E+00  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
BB1  9.0153243145E-01  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
RD1  7.4851840810E-02  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
EC1  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
ES1  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
KR1  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
TE1  3.4728944032E+02  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
EL1  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
AL1  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
