   54964.0123772580      -6.862086087899844E-005  5.253640598216386E-004
   54964.0328119723       1.088509501423474E-005  5.258786306120122E-004
   54964.0532465867       1.244775431958445E-003  5.256698199995588E-004
   54964.0736811009      -2.287610140291330E-004  5.249872830895905E-004
   54964.0941157150       2.831431728578249E-004  5.258074644443573E-004
   54964.1145504291      -1.490704982069935E-003  5.257647747179995E-004
   54964.1349849430       6.041510528815852E-004  5.256127673746134E-004
   54964.1554195569       9.126682142091003E-004  5.253235644270094E-004
   54964.1758542708       8.306220375664530E-005  5.251947970514769E-004
   54964.1962888845       4.980710914381792E-004  5.255338213035568E-004
   54964.2167233981      -2.860660229009326E-004  5.255584576643287E-004
   54964.2371580118      -1.095688052095700E-003  5.256875242669151E-004
   54964.2575927253      -1.608383468023611E-004  5.253820633160488E-004
   54964.2780272388      -1.543067443047552E-003  5.252268143462453E-004
   54964.2984618522       7.823345666313486E-004  5.257372957002155E-004
   54964.3188965655       1.244775359188210E-005  5.252700027843596E-004
   54964.3393310787       4.602977266341401E-004  5.254028097251199E-004
   54964.3802003049      -3.606082936263855E-004  5.252159424299532E-004
   54964.4006349180       4.322208193718868E-004  5.254085449103199E-004
   54964.4210695309       2.361518784019800E-004  5.252761369389647E-004
   54964.4415041437       1.145623616519709E-003  5.258583330435219E-004
   54964.4619387565      -5.228530013398069E-004  5.255674344759460E-004
   54964.4823733692       3.066123888302297E-004  5.256243873585401E-004
   54964.5028079819       4.783970825850137E-004  5.257140058611861E-004
   54964.5232424944      -9.162088502390198E-005  5.257203893716695E-004
   54964.5436772070      -1.781984492115196E-004  5.255558643631948E-004
   54964.5641118193       1.542190262220355E-004  5.255578093390452E-004
   54964.5845463317      -6.642266929406393E-004  5.259519911113957E-004
   54964.6049809439       2.084788709431074E-004  5.258679083092471E-004
   54964.6254156561      -7.037921962268490E-004  5.254840997414321E-004
   54964.6662847803      -2.926023189329108E-004  5.256966008208837E-004
   54964.6867194923       7.735247080717933E-004  5.258885549759668E-004
   54964.7071541041      -1.177923540731207E-003  5.251078217211405E-004
   54964.7275886159      -3.428725117704534E-004  5.252422744106973E-004
   54964.7480232276      -4.501416618529763E-004  5.259023692916223E-004
   54964.7684579392      -6.300985160793138E-004  5.252147953929133E-004
   54964.7888924509       3.976143756732053E-004  5.258704018680296E-004
   54964.8093270623      -8.388637630667439E-004  5.259557314495696E-004
   54964.8297617737      -7.617605202513422E-004  5.261640433502665E-004
   54964.8501962851       3.575746936343993E-004  5.257938496134044E-004
   54964.8706308963      -8.142479959549753E-004  5.258499546860125E-004
   54964.8910655075      -3.699827858191229E-004  5.260579673596555E-004
   54964.9115001187      -4.384253094100732E-004  5.256563547821328E-004
   54964.9319347296       1.405038281095505E-003  5.262458320783352E-004
   54964.9523693405       2.025860602983265E-004  5.262241381169267E-004
   54964.9728040515       4.270262926064916E-004  5.260679914659615E-004
   54964.9932385622       7.078279401571130E-004  5.259385757651454E-004
   54965.0136731729      -4.484549518587455E-004  5.255605522537060E-004
   54965.0341076835       8.157331740665796E-005  5.261522737528127E-004
   54965.0545423941      -3.652773585136604E-004  5.261801517400020E-004
   54965.0749770046       6.392725492803120E-004  5.264323502752723E-004
   54965.0954115150       2.299246186041604E-004  5.264530966843433E-004
   54965.1158462254       4.910967985154446E-004  5.263635779240486E-004
   54965.1362808356      -1.330012191625984E-004  5.265810162498898E-004
   54965.1567154458       3.505625909292487E-004  5.261111300329001E-004
   54965.1771499559       1.128728159093706E-003  5.266375701630788E-004
   54965.1975846659      -2.346853296808504E-006  5.267147707429875E-004
   54965.2180192758      -1.398743525876656E-004  5.262432886483769E-004
   54965.2384537856       4.496784183263269E-004  5.266217111292216E-004
   54965.2588884954       4.964319047684462E-004  5.263301143651865E-004
   54965.2793231051       3.659001739926282E-004  5.265893447362237E-004
   54965.2997576147       9.949167476202003E-004  5.260706845094466E-004
   54965.3201922243       8.782788140910824E-004  5.264362402269731E-004
   54965.3610614430       1.234819843287216E-003  5.263021865068216E-004
   54965.3814960524       9.786573938930232E-004  5.258349434621413E-004
   54965.4019307616       1.609786376926436E-003  5.260223094690645E-004
   54965.4223652706       7.081032610629645E-004  5.266352760889988E-004
   54965.4427998797      -4.915894518309205E-005  5.264158927873072E-004
   54965.4632344887       3.405540229499682E-004  5.264851638502873E-004
   54965.4836691976      -9.197749486186124E-004  5.267120776995024E-004
   54965.5041037064       3.178983537819313E-004  5.267531216770636E-004
   54965.5245383152      -7.560313106751426E-004  5.266346776348910E-004
   54965.5449729238      -8.551643347998183E-005  5.264144963943890E-004
   54965.5654075323      -1.006038883960669E-003  5.267679832874078E-004
   54965.5858421408       1.208217793091992E-003  5.269332563635174E-004
   54965.6062767492       4.467436303590144E-004  5.265976233513819E-004
   54965.6267113576       4.851674355742519E-004  5.268182035612890E-004
   54965.6471459657      -4.921104164488099E-004  5.267869842053311E-004
   54965.6675805739       6.219093086745620E-004  5.268856792619457E-004
   54965.6880151819      -7.460866890152129E-005  5.267969085692857E-004
   54965.7084498900       6.893979509243753E-004  5.269837758644524E-004
   54965.7288843979      -3.029771223039823E-004  5.270888544315505E-004
   54965.7493190057      -1.521134115110900E-003  5.268371047368609E-004
   54965.7697536135      -1.399433405592121E-003  5.268430394067635E-004
   54965.7901882211      -7.175296068253623E-004  5.266712830778193E-004
   54965.8106228286      -9.530671029522875E-005  5.272224094399455E-004
   54965.8310573362      -5.217378338564505E-004  5.272585161711173E-004
   54965.8514920436      -5.960212665653275E-004  5.268261829493933E-004
   54965.8719266509      -2.227969733581414E-005  5.269622813877466E-004
   54965.8923612581      -1.295893723515240E-004  5.267820968301172E-004
   54965.9127958654      -1.640324959283346E-004  5.270337467824554E-004
   54965.9332304725      -8.440146134361948E-004  5.267335721762081E-004
   54965.9536650795      -5.005687872812192E-004  5.269855712267759E-004
   54965.9740995863      -3.738070300103313E-004  5.271018708083955E-004
   54965.9945342932       9.418959880578281E-004  5.269922040931376E-004
   54966.0149689000       4.509984317238036E-004  5.269906082155168E-004
   54966.0558381131      -1.380725233198321E-003  5.268775502603144E-004
   54966.0762727197      -1.299751796263848E-003  5.270137484410190E-004
   54966.1171418324       4.969742063409832E-005  5.269289674424113E-004
   54966.1375765387      -2.948270601095260E-004  5.272170233529751E-004
   54966.1580111448      -2.076855454533622E-004  5.271969252691875E-004
   54966.1784456509       1.372020876879931E-003  5.270951880708581E-004
   54966.1988803569      -3.297938776736231E-005  5.269583415648701E-004
   54966.2193149628       1.220062821344126E-003  5.271557815492749E-004
   54966.2397494686       1.203914315795807E-003  5.273187605513045E-004
   54966.2601840743       5.004995816249025E-004  5.272271970728081E-004
   54966.2806187800      -2.996576633940151E-004  5.269992359289045E-004
   54966.3010532855       7.323818348523581E-004  5.272865936430092E-004
   54966.3214878911       3.803778271009861E-004  5.273268895529357E-004
   54966.3419224965       4.713334572803429E-004  5.270614751561177E-004
   54966.3623571017       7.317505937807223E-004  5.272743253337988E-004
   54966.3827917070       1.176868585775370E-003  5.270267648178642E-004
   54966.4032263121       5.826601493401640E-004  5.273989534017523E-004
   54966.4236609172       8.205675528067946E-004  5.272407620325854E-004
   54966.4440955221       1.351222845015654E-003  5.271241632239118E-004
   54966.4645301270       6.985777568280227E-004  5.268920627724291E-004
   54966.4849646318       1.186375448074317E-003  5.272140310824360E-004
   54966.5053993366      -2.340449425189961E-004  5.272453501807453E-004
   54966.5258339411       2.294978972416928E-006  5.271191761063467E-004
   54966.5462684457       4.778555170792398E-004  5.270916472173869E-004
   54966.5667031501       6.722792304063585E-004  5.270920960579678E-004
   54966.5871377546      -9.833064646225242E-005  5.270564880385525E-004
   54966.6075722587       9.649904118853581E-004  5.273780075079786E-004
   54966.6280068629      -6.288004950030235E-004  5.271220187633588E-004
   54966.6484415672       5.109595144490164E-004  5.271565794880853E-004
   54966.6688761711      -7.433450964480226E-004  5.270888544315505E-004
