RHO  4.5483894411E+00  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
NL1  1.5157612251E+00  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
NL2 -2.5672897034E+00  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
NL3  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
NL4  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
DIL  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
VOF  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
ZPT -2.4931638403E-05  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
EP1  1.0480758348E+02  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
PE1  1.0848439433E+01  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
BB1  6.6004570171E-02  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
RD1  4.2948456978E-02  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
EC1  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
ES1  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
KR1  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
TE1 -3.7256430500E+02  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
EL1  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
AL1  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
